71,Afghanistan,Wage (non-qualified labour non-agricultural),2082.6,2002|11
72,Afghanistan,Wage (non-qualified labour non-agricultural),2314.0,2002|12
73,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2014|2
74,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|7
75,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|8
76,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|9
77,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|10
78,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|11
79,Afghanistan,Wage (non-qualified labour non-agricultural),3.41315,2014|12
80,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2015|1
81,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2015|2
82,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|3
83,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|4
84,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|5
85,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|6
86,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|7
87,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|8
88,Afghanistan,Wage (non-qualified labour non-agricultural),3.33216,2015|9
89,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2015|10
90,Afghanistan,Wage (non-qualified labour non-agricultural),3.18175,2015|11
91,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|12
92,Afghanistan,Wage (non-qualified labour non-agricultural),3.037125,2016|1
93,Afghanistan,Wage (non-qualified labour non-agricultural),2.458625,2016|2
94,Afghanistan,Wage (non-qualified labour non-agricultural),2.60325,2016|3
95,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|4
96,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|5
97,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|6
98,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|7
99,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|8
100,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|9
101,Afghanistan,Wage (non-qualified labour non-agricultural),3.18175,2016|10
102,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|11
103,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|12
104,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|1
105,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|2
106,Afghanistan,Wage (non-qualified labour non-agricultural),3.326375,2017|3
107,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2017|4
108,Afghanistan,Wage (non-qualified labour non-agricultural),3.904875,2017|5
109,Afghanistan,Wage (non-qualified labour non-agricultural),4.0495,2017|6
110,Afghanistan,Wage (qualified labour),6.942,2014|2
111,Afghanistan,Wage (qualified labour),6.942,2014|7
112,Afghanistan,Wage (qualified labour),6.942,2014|8
113,Afghanistan,Wage (qualified labour),6.942,2014|9
114,Afghanistan,Wage (qualified labour),6.942,2014|10
115,Afghanistan,Wage (qualified labour),6.942,2014|11
116,Afghanistan,Wage (qualified labour),6.942,2014|12
117,Afghanistan,Wage (qualified labour),6.942,2015|1
118,Afghanistan,Wage (qualified labour),6.942,2015|2
119,Afghanistan,Wage (qualified labour),6.942,2015|3
120,Afghanistan,Wage (qualified labour),6.942,2015|4
121,Afghanistan,Wage (qualified labour),7.086625000000001,2015|5
122,Afghanistan,Wage (qualified labour),7.5205,2015|6
123,Afghanistan,Wage (qualified labour),7.5205,2015|7
124,Afghanistan,Wage (qualified labour),7.5205,2015|8
125,Afghanistan,Wage (qualified labour),7.5205,2015|9
126,Afghanistan,Wage (qualified labour),7.086625000000001,2015|10
127,Afghanistan,Wage (qualified labour),6.942,2015|11
128,Afghanistan,Wage (qualified labour),6.942,2015|12
129,Afghanistan,Wage (qualified labour),6.942,2016|1
130,Afghanistan,Wage (qualified labour),6.942,2016|2
131,Afghanistan,Wage (qualified labour),6.942,2016|3
132,Afghanistan,Wage (qualified labour),6.942,2016|4
133,Afghanistan,Wage (qualified labour),6.942,2016|5
134,Afghanistan,Wage (qualified labour),6.942,2016|6
135,Afghanistan,Wage (qualified labour),6.942,2016|7
136,Afghanistan,Wage (qualified labour),6.942,2016|8
137,Afghanistan,Wage (qualified labour),6.942,2016|9
138,Afghanistan,Wage (qualified labour),6.942,2016|10
139,Afghanistan,Wage (qualified labour),6.942,2016|11
140,Afghanistan,Wage (qualified labour),6.942,2016|12
141,Afghanistan,Wage (qualified labour),6.942,2017|1
142,Afghanistan,Wage (qualified labour),6.942,2017|2
143,Afghanistan,Wage (qualified labour),6.942,2017|3
144,Afghanistan,Wage (qualified labour),6.942,2017|4
145,Afghanistan,Wage (qualified labour),6.942,2017|5
146,Afghanistan,Wage (qualified labour),6.942,2017|6
147,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|1
148,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|2
149,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|3
150,Afghanistan,Wage (non-qualified labour non-agricultural),1145.43,2000|4
151,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|5
152,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|6
153,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|7
154,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|8
155,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|9
156,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|10
157,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|11
158,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2000|12
159,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2001|1
160,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2001|2
161,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2001|3
162,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2001|4
163,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2001|5
164,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2001|6
165,Afghanistan,Wage (non-qualified labour non-agricultural),1099.15,2001|7
166,Afghanistan,Wage (non-qualified labour non-agricultural),1006.59,2001|8
167,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2001|9
168,Afghanistan,Wage (non-qualified labour non-agricultural),925.6,2001|10
169,Afghanistan,Wage (non-qualified labour non-agricultural),752.0500000000001,2001|11
170,Afghanistan,Wage (non-qualified labour non-agricultural),882.2125,2001|12
171,Afghanistan,Wage (non-qualified labour non-agricultural),1064.44,2002|1
172,Afghanistan,Wage (non-qualified labour non-agricultural),944.88719,2002|2
173,Afghanistan,Wage (non-qualified labour non-agricultural),925.6,2002|3
174,Afghanistan,Wage (non-qualified labour non-agricultural),931.385,2002|4
175,Afghanistan,Wage (non-qualified labour non-agricultural),968.9875000000001,2002|5
176,Afghanistan,Wage (non-qualified labour non-agricultural),1142.5375000000001,2002|6
177,Afghanistan,Wage (non-qualified labour non-agricultural),1214.8500000000001,2002|7
178,Afghanistan,Wage (non-qualified labour non-agricultural),1157.0,2002|8
179,Afghanistan,Wage (non-qualified labour non-agricultural),1446.25,2002|9
180,Afghanistan,Wage (non-qualified labour non-agricultural),1301.625,2002|10
181,Afghanistan,Wage (non-qualified labour non-agricultural),1475.175,2002|11
182,Afghanistan,Wage (non-qualified labour non-agricultural),1388.4,2002|12
183,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2014|2
184,Afghanistan,Wage (non-qualified labour non-agricultural),3.1239,2014|7
185,Afghanistan,Wage (non-qualified labour non-agricultural),3.1239,2014|8
186,Afghanistan,Wage (non-qualified labour non-agricultural),3.1239,2014|9
187,Afghanistan,Wage (non-qualified labour non-agricultural),3.0082,2014|10
188,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2014|11
189,Afghanistan,Wage (non-qualified labour non-agricultural),2.83465,2014|12
190,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|1
191,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|2
192,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|3
193,Afghanistan,Wage (non-qualified labour non-agricultural),2.747875,2015|4
194,Afghanistan,Wage (non-qualified labour non-agricultural),3.037125,2015|5
195,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|6
196,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|7
197,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|8
198,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|9
199,Afghanistan,Wage (non-qualified labour non-agricultural),3.037125,2015|10
200,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|11
201,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|12
202,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2016|1
203,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2016|2
204,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2016|3
205,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2016|4
206,Afghanistan,Wage (non-qualified labour non-agricultural),3.037125,2016|5
207,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|6
208,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|7
209,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|8
210,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|9
211,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|10
212,Afghanistan,Wage (non-qualified labour non-agricultural),3.037125,2016|11
213,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|12
214,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|1
215,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|2
216,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|3
217,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|4
218,Afghanistan,Wage (non-qualified labour non-agricultural),3.76025,2017|5
219,Afghanistan,Wage (non-qualified labour non-agricultural),4.0495,2017|6
220,Afghanistan,Wage (qualified labour),8.099,2014|2
221,Afghanistan,Wage (qualified labour),8.099,2014|7
222,Afghanistan,Wage (qualified labour),8.099,2014|8
223,Afghanistan,Wage (qualified labour),8.099,2014|9
224,Afghanistan,Wage (qualified labour),8.099,2014|10
225,Afghanistan,Wage (qualified labour),8.099,2014|11
226,Afghanistan,Wage (qualified labour),8.099,2014|12
227,Afghanistan,Wage (qualified labour),8.099,2015|1
228,Afghanistan,Wage (qualified labour),8.099,2015|2
229,Afghanistan,Wage (qualified labour),8.099,2015|3
230,Afghanistan,Wage (qualified labour),8.099,2015|4
231,Afghanistan,Wage (qualified labour),8.099,2015|5
232,Afghanistan,Wage (qualified labour),8.099,2015|6
233,Afghanistan,Wage (qualified labour),8.099,2015|7
234,Afghanistan,Wage (qualified labour),8.099,2015|8
235,Afghanistan,Wage (qualified labour),8.099,2015|9
236,Afghanistan,Wage (qualified labour),8.099,2015|10
237,Afghanistan,Wage (qualified labour),8.099,2015|11
238,Afghanistan,Wage (qualified labour),8.099,2015|12
239,Afghanistan,Wage (qualified labour),8.099,2016|1
240,Afghanistan,Wage (qualified labour),8.099,2016|2
241,Afghanistan,Wage (qualified labour),8.099,2016|3
242,Afghanistan,Wage (qualified labour),8.099,2016|4
243,Afghanistan,Wage (qualified labour),8.966750000000001,2016|5
244,Afghanistan,Wage (qualified labour),9.256,2016|6
245,Afghanistan,Wage (qualified labour),9.256,2016|7
246,Afghanistan,Wage (qualified labour),9.256,2016|8
247,Afghanistan,Wage (qualified labour),9.256,2016|9
248,Afghanistan,Wage (qualified labour),9.256,2016|10
249,Afghanistan,Wage (qualified labour),9.256,2016|11
250,Afghanistan,Wage (qualified labour),9.256,2016|12
251,Afghanistan,Wage (qualified labour),9.256,2017|1
252,Afghanistan,Wage (qualified labour),8.243625,2017|2
253,Afghanistan,Wage (qualified labour),6.942,2017|3
254,Afghanistan,Wage (qualified labour),6.942,2017|4
255,Afghanistan,Wage (qualified labour),6.942,2017|5
256,Afghanistan,Wage (qualified labour),6.942,2017|6
257,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2014|2
258,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2014|7
259,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2014|8
260,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2014|9
261,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2014|10
262,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2014|11
263,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2014|12
264,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|1
265,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|2
266,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|3
267,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|4
268,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|5
269,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|6
270,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|7
271,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|8
272,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|9
273,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|10
274,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|11
275,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2015|12
276,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2016|1
277,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2016|2
278,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2016|3
279,Afghanistan,Wage (non-qualified labour non-agricultural),2.314,2016|4
280,Afghanistan,Wage (non-qualified labour non-agricultural),2.747875,2016|5
281,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|6
282,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|7
283,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|8
284,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|9
285,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|10
286,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|11
287,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2016|12
288,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|1
289,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|2
290,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|3
291,Afghanistan,Wage (non-qualified labour non-agricultural),2.8925,2017|4
292,Afghanistan,Wage (non-qualified labour non-agricultural),3.326375,2017|5
293,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2017|6
294,Afghanistan,Wage (qualified labour),6.3635,2014|2
295,Afghanistan,Wage (qualified labour),6.3635,2014|7
296,Afghanistan,Wage (qualified labour),6.3635,2014|8
297,Afghanistan,Wage (qualified labour),6.3635,2014|9
298,Afghanistan,Wage (qualified labour),6.3635,2014|10
299,Afghanistan,Wage (qualified labour),6.3635,2014|11
300,Afghanistan,Wage (qualified labour),6.3635,2014|12
301,Afghanistan,Wage (qualified labour),6.3635,2015|1
302,Afghanistan,Wage (qualified labour),6.3635,2015|2
303,Afghanistan,Wage (qualified labour),6.3635,2015|3
304,Afghanistan,Wage (qualified labour),6.3635,2015|4
305,Afghanistan,Wage (qualified labour),6.3635,2015|5
306,Afghanistan,Wage (qualified labour),6.3635,2015|6
307,Afghanistan,Wage (qualified labour),6.3635,2015|7
308,Afghanistan,Wage (qualified labour),6.3635,2015|8
309,Afghanistan,Wage (qualified labour),6.3635,2015|9
310,Afghanistan,Wage (qualified labour),6.3635,2015|10
311,Afghanistan,Wage (qualified labour),6.3635,2015|11
312,Afghanistan,Wage (qualified labour),6.3635,2015|12
313,Afghanistan,Wage (qualified labour),6.3635,2016|1
314,Afghanistan,Wage (qualified labour),6.3635,2016|2
315,Afghanistan,Wage (qualified labour),6.3635,2016|3
316,Afghanistan,Wage (qualified labour),6.3635,2016|4
317,Afghanistan,Wage (qualified labour),6.3635,2016|5
318,Afghanistan,Wage (qualified labour),6.3635,2016|6
319,Afghanistan,Wage (qualified labour),6.3635,2016|7
320,Afghanistan,Wage (qualified labour),6.3635,2016|8
321,Afghanistan,Wage (qualified labour),6.3635,2016|9
322,Afghanistan,Wage (qualified labour),6.3635,2016|10
323,Afghanistan,Wage (qualified labour),6.3635,2016|11
324,Afghanistan,Wage (qualified labour),6.3635,2016|12
325,Afghanistan,Wage (qualified labour),6.3635,2017|1
326,Afghanistan,Wage (qualified labour),6.3635,2017|2
327,Afghanistan,Wage (qualified labour),6.3635,2017|3
328,Afghanistan,Wage (qualified labour),6.3635,2017|4
329,Afghanistan,Wage (qualified labour),6.3635,2017|5
330,Afghanistan,Wage (qualified labour),6.3635,2017|6
331,Afghanistan,Wage (non-qualified labour non-agricultural),694.2,2000|1
332,Afghanistan,Wage (non-qualified labour non-agricultural),694.2,2000|2
333,Afghanistan,Wage (non-qualified labour non-agricultural),694.2,2000|3
334,Afghanistan,Wage (non-qualified labour non-agricultural),601.64,2000|4
335,Afghanistan,Wage (non-qualified labour non-agricultural),636.35,2000|5
336,Afghanistan,Wage (non-qualified labour non-agricultural),566.9300000000001,2000|6
337,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2000|7
338,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2000|8
339,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2000|9
340,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2000|10
341,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2000|11
342,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2000|12
343,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|1
344,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|2
345,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|3
346,Afghanistan,Wage (non-qualified labour non-agricultural),621.8875,2001|4
347,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|5
348,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|6
349,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|7
350,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|8
351,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|9
352,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2001|10
353,Afghanistan,Wage (non-qualified labour non-agricultural),607.4250000000001,2001|11
354,Afghanistan,Wage (non-qualified labour non-agricultural),506.1875,2001|12
355,Afghanistan,Wage (non-qualified labour non-agricultural),398.00800000000004,2002|1
356,Afghanistan,Wage (non-qualified labour non-agricultural),462.8,2002|2
357,Afghanistan,Wage (non-qualified labour non-agricultural),462.8,2002|3
358,Afghanistan,Wage (non-qualified labour non-agricultural),549.575,2002|4
359,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2002|5
360,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2002|6
361,Afghanistan,Wage (non-qualified labour non-agricultural),636.35,2002|7
362,Afghanistan,Wage (non-qualified labour non-agricultural),578.5,2002|8
363,Afghanistan,Wage (non-qualified labour non-agricultural),607.4250000000001,2002|9
364,Afghanistan,Wage (non-qualified labour non-agricultural),645.0275,2002|10
365,Afghanistan,Wage (non-qualified labour non-agricultural),714.4475,2002|11
366,Afghanistan,Wage (non-qualified labour non-agricultural),694.2,2002|12
367,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|2
368,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|7
369,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|8
370,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|9
371,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|10
372,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|11
373,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2014|12
374,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|1
375,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|2
376,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|3
377,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|4
378,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|5
379,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|6
380,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|7
381,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|8
382,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|9
383,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|10
384,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|11
385,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2015|12
386,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|1
387,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|2
388,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|3
389,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|4
390,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|5
391,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|6
392,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|7
393,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|8
394,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|9
395,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|10
396,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|11
397,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2016|12
398,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2017|1
399,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2017|2
400,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2017|3
401,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2017|4
402,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2017|5
403,Afghanistan,Wage (non-qualified labour non-agricultural),3.471,2017|6
404,Afghanistan,Wage (qualified labour),8.099,2014|2
405,Afghanistan,Wage (qualified labour),9.689875,2014|7
406,Afghanistan,Wage (qualified labour),9.400625,2014|8
407,Afghanistan,Wage (qualified labour),9.256,2014|9
408,Afghanistan,Wage (qualified labour),9.256,2014|10
409,Afghanistan,Wage (qualified labour),9.256,2014|11
410,Afghanistan,Wage (qualified labour),8.6775,2014|12
411,Afghanistan,Wage (qualified labour),8.099,2015|1
412,Afghanistan,Wage (qualified labour),8.099,2015|2
413,Afghanistan,Wage (qualified labour),8.099,2015|3
414,Afghanistan,Wage (qualified labour),8.099,2015|4
415,Afghanistan,Wage (qualified labour),8.099,2015|5
416,Afghanistan,Wage (qualified labour),8.099,2015|6
417,Afghanistan,Wage (qualified labour),8.099,2015|7
